,Num. Days In Fluid,Fluid Ca2+ (mM),Fluid Na+ (mM),Precursor Conc. (wt. %),Crosslinker Conc. (mM),Detach. Pressure (PSI),Nozzle Diam. (mm),Nozzle Angle (deg),Dist. P to N (cm),Angle P to N (deg),Flow Rate (uL/min),Nozzle Coating,Surface Tension (mN/m),Microgel Diam. (um)
2551,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,410.2369968
2552,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,373.4349987
2553,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,412.0884992
2554,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,403.476487
2555,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,427.1736303
2556,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,435.5949861
2557,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,421.1774792
2558,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,397.1641779
2559,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,383.5277792
2560,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,392.004452
2561,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,378.3145862
2562,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,429.9809903
2563,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,396.7944996
2564,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,381.5037474
2565,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,387.4452375
2566,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,377.6323225
2567,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,413.5944485
2568,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,380.8866537
2569,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,402.2071074
2570,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,410.5454885
2571,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,409.6834987
2572,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,411.6340458
2573,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,398.2760486
2574,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,412.4834992
2575,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,418.2299877
2576,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,431.816998
2577,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,412.399966
2578,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,407.7472109
2579,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,420.1584999
2580,14.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,392.5812651
2581,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,200.8315263
2582,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,177.8449201
2583,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,203.9597515
2584,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,182.5811684
2585,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,214.8524013
2586,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,172.4519634
2587,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,209.0743441
2588,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,192.069516
2589,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,171.4052679
2590,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,199.9741637
2591,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,192.9704648
2592,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,202.2240497
2593,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,183.6513426
2594,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,195.7998765
2595,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,196.8015755
2596,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,199.6699493
2597,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,162.7567983
2598,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,177.5351793
2599,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,184.6519766
2600,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,188.7000691
2601,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,186.5921294
2602,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,187.3877587
2603,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,211.5744718
2604,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,195.753637
2605,14.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,215.8062136
2606,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,545.5750504
2607,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,645.4609705
2608,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,601.48854
2609,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,602.9865158
2610,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,542.0522041
2611,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,524.0033073
2612,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,619.6263691
2613,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,696.7975702
2614,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,587.6454897
2615,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,577.0798567
2616,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,641.1474769
2617,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,636.9276908
2618,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,541.2415488
2619,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,567.6587311
2620,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,585.4852866
2621,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,555.1192019
2622,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,549.4209386
2623,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,539.1555865
2624,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,565.4355173
2625,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,673.3987854
2626,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,630.123599
2627,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,594.1286951
2628,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,628.9602885
2629,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,591.4469413
2630,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,535.3728173
2631,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,546.6728109
2632,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,520.4793347
2633,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,532.4391462
2634,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,543.3741638
2635,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,580.3825803
2636,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,538.3457172
2637,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,588.6520167
2638,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,539.5061151
2639,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,576.1776635
2640,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,566.3386023
2641,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,602.788892
2642,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,574.8075197
2643,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,586.4682117
2644,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,545.0859626
2645,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,615.5227524
2646,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,535.9503982
2647,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,623.4121483
2648,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,661.0279086
2649,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,590.6820708
2650,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,562.8978504
2651,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,635.1102878
2652,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,561.7244642
2653,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,577.4659368
2654,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,544.9277622
2655,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,591.4133255
2656,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,545.6561836
2657,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,610.2544329
2658,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,533.8732655
2659,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,540.5796021
2660,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,521.0139876
2661,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,578.4132524
2662,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,622.2629981
2663,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,617.942138
2664,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,657.6003726
2665,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,600.774974
2666,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,603.2110178
2667,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,566.6807886
2668,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,508.879849
2669,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,540.922756
2670,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,584.4034372
2671,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,627.7179571
2672,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,562.6623225
2673,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,555.1628639
2674,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,575.342015
2675,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,606.3910755
2676,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,513.1171498
2677,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,544.0296309
2678,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,588.9728743
2679,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,569.7657385
2680,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,650.8748979
2681,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,517.9230045
2682,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,625.5399993
2683,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,605.2569998
2684,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,591.114842
2685,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,625.841
2686,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,550.4309989
2687,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,563.8280905
2688,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,597.9085339
2689,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,573.182621
2690,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,547.2951316
2691,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,648.951704
2692,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,569.467131
2693,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,670.5818624
2694,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,586.4180467
2695,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,556.1405351
2696,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,575.8317619
2697,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,594.5474167
2698,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,569.5883321
2699,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,563.3120143
2700,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,634.8906628
2701,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,618.3512923
2702,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,532.1327193
2703,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,653.883329
2704,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,651.6521167
2705,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,555.5997309
2706,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,624.6376526
2707,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,528.51454
2708,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,549.506989
2709,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,631.0877357
2710,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,536.1156528
2711,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,571.0952897
2712,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,633.8166748
2713,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,572.4070117
2714,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,637.7132148
2715,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,556.9749983
2716,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,570.2586627
2717,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,565.4162225
2718,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,595.7027336
2719,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,580.0902471
2720,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,568.8634101
2721,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,671.4354253
2722,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,577.744063
2723,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,649.545659
2724,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,644.3080268
2725,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,661.0198402
2726,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,554.2148778
2727,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,610.1419978
2728,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,578.9441815
2729,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,602.1117669
2730,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,620.1554951
2731,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,571.6580753
2732,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,544.0655914
2733,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,584.4415622
2734,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,669.0225285
2735,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,549.4086096
2736,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,639.3445114
2737,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,577.288654
2738,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,569.7706248
2739,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,581.7018997
2740,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,515.2672687
2741,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,593.801957
2742,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,539.9589174
2743,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,609.0462664
2744,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,616.6276558
2745,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,664.2676246
2746,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,656.7701856
2747,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,673.1868328
2748,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,634.8330069
2749,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,632.954716
2750,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,636.2947241
2751,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,661.1464163
2752,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,636.4095067
2753,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,649.7834459
2754,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,638.8318354
2755,1.5,10.0,0.0,2.0,10.0,8.0,0.15,45,30.0,0,200,0,72.01,569.0776745
2756,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,524.307699
2757,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,499.1735033
2758,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,548.653757
2759,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,538.9152812
2760,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,540.9808052
2761,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,512.407788
2762,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,467.3488892
2763,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,499.7754881
2764,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,493.2453006
2765,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,592.0509499
2766,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,554.7535926
2767,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,484.9383656
2768,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,537.0087835
2769,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,502.9099822
2770,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,509.6350912
2771,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,503.1196812
2772,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,535.9562539
2773,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,521.3388743
2774,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,566.2612395
2775,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,507.4012429
2776,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,544.366497
2777,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,500.3623355
2778,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,524.8344943
2779,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,498.2175272
2780,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,531.8210355
2781,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,582.7190222
2782,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,540.3610535
2783,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,520.8379168
2784,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,511.5637815
2785,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,597.4839321
2786,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,535.9128169
2787,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,511.3425168
2788,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,565.779853
2789,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,536.0121094
2790,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,512.7808035
2791,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,544.3875421
2792,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,511.0834931
2793,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,539.3059999
2794,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,533.8362156
2795,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,517.9659145
2796,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,531.2558271
2797,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,512.2433031
2798,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,492.2564292
2799,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,516.4108929
2800,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,557.6108913
2801,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,537.4965351
2802,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,478.6433715
2803,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,536.4219559
2804,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,475.1674627
2805,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,527.8081077
2806,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,490.2269849
2807,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,529.8056506
2808,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,496.7884982
2809,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,588.4864995
2810,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,564.0828687
2811,1.5,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,495.0317575
