,Num. Days In Fluid,Fluid Ca2+ (mM),Fluid Na+ (mM),Precursor Conc. (wt. %),Crosslinker Conc. (mM),Detach. Pressure (PSI),Nozzle Diam. (mm),Nozzle Angle (deg),Dist. P to N (cm),Angle P to N (deg),Flow Rate (uL/min),Nozzle Coating,Surface Tension (mN/m),Microgel Diam. (um)
1351,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,464.0573885
1352,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,392.7669375
1353,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,405.9339846
1354,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,395.7568852
1355,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,347.0179192
1356,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,439.6315543
1357,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,366.2236589
1358,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,461.0149993
1359,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,433.3838563
1360,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,433.5899872
1361,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,406.8368406
1362,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,427.3591505
1363,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,395.8791776
1364,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,442.7738235
1365,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,421.1306573
1366,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,380.9239074
1367,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,383.1610697
1368,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,393.6884891
1369,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,403.8364993
1370,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,402.2919512
1371,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,403.5158017
1372,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,387.3494704
1373,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,458.2070661
1374,4.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,453.5503311
1375,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,431.5153191
1376,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,394.0696546
1377,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,423.0745015
1378,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,403.6279461
1379,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,438.5810819
1380,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,399.8229866
1381,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,409.4854853
1382,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,382.2676781
1383,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,401.7132811
1384,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,413.6260973
1385,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,419.0726472
1386,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,397.7050977
1387,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,384.8505517
1388,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,406.7530988
1389,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,395.3214577
1390,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,412.9424613
1391,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,426.1775953
1392,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,439.6061138
1393,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,420.8116046
1394,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,445.4534038
1395,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,426.293054
1396,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,415.2557601
1397,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,363.8204056
1398,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,426.3899017
1399,4.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,366.0055005
1400,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,214.6578925
1401,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,200.5169256
1402,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,206.3028495
1403,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,203.7241902
1404,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,210.7897313
1405,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,213.2979824
1406,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,199.6546606
1407,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,208.5144818
1408,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,209.6135912
1409,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,197.9325014
1410,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,177.7809863
1411,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,193.3610975
1412,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,207.8027844
1413,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,201.9971487
1414,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,202.8216953
1415,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,192.0523093
1416,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,214.2262098
1417,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,197.2386038
1418,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,219.2556564
1419,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,202.1701244
1420,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,193.8733897
1421,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,185.1077563
1422,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,180.8261941
1423,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,187.7252025
1424,4.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,222.7087965
1425,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,434.5097605
1426,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,384.1329996
1427,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,417.8023838
1428,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,393.552373
1429,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,427.0297979
1430,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,400.5760942
1431,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,416.9313125
1432,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,418.3900156
1433,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,386.7706752
1434,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,434.8561009
1435,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,391.7766158
1436,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,351.0298376
1437,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,435.0513853
1438,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,407.8839992
1439,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,449.0759964
1440,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,424.2218304
1441,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,367.4521752
1442,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,413.0740217
1443,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,452.3237926
1444,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,441.88655
1445,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,426.5209286
1446,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,387.2445789
1447,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,434.5003462
1448,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,404.3350746
1449,7.0,10.0,0.0,0.5,10.0,6.0,0.15,45,30.0,0,200,0,72.01,390.8959
1450,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,404.3464865
1451,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,430.0804988
1452,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,418.1479964
1453,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,407.8839992
1454,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,421.6014917
1455,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,430.0148742
1456,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,411.3151416
1457,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,404.3509655
1458,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,368.7845531
1459,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,415.9782712
1460,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,412.4092285
1461,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,373.665904
1462,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,393.4634854
1463,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,439.2941584
1464,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,411.5912358
1465,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,441.5394327
1466,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,406.2274608
1467,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,402.5059516
1468,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,422.3005513
1469,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,443.9279656
1470,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,401.6814522
1471,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,396.6033019
1472,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,417.3785848
1473,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,384.9300248
1474,7.0,100.0,0.0,0.5,100.0,6.0,0.15,45,30.0,0,200,0,72.01,372.9426787
1475,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,200.8315263
1476,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,177.8449201
1477,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,203.9597515
1478,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,182.5811684
1479,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,214.8524013
1480,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,172.4519634
1481,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,209.0743441
1482,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,192.069516
1483,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,171.4052679
1484,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,199.9741637
1485,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,192.9704648
1486,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,202.2240497
1487,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,183.6513426
1488,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,195.7998765
1489,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,196.8015755
1490,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,199.6699493
1491,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,162.7567983
1492,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,177.5351793
1493,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,184.6519766
1494,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,188.7000691
1495,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,186.5921294
1496,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,187.3877587
1497,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,211.5744718
1498,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,195.753637
1499,7.0,100.0,0.0,0.5,100.0,40.0,0.15,45,30.0,0,200,0,72.01,215.8062136
1500,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,843.1360696
1501,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,831.5297606
1502,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,825.4383584
1503,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,841.6101498
1504,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,789.1282352
1505,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,820.6130918
1506,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,849.4453273
1507,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,833.0875172
1508,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,832.5019999
1509,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,883.3749996
1510,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,805.4722036
1511,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,806.8674999
1512,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,808.5809145
1513,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,823.1824251
1514,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,875.2702106
1515,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,804.9862372
1516,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,797.8206421
1517,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,855.9790628
1518,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,885.344172
1519,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,865.472813
1520,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,805.3696433
1521,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,843.8217338
1522,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,820.2538085
1523,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,799.8100849
1524,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,803.5263915
1525,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,797.6970782
1526,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,803.3014382
1527,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,860.2100333
1528,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,881.3643418
1529,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,794.1058697
1530,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,858.3849018
1531,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,791.9455356
1532,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,890.0800139
1533,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,836.0273122
1534,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,829.3505275
1535,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,905.4164284
1536,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,846.9221158
1537,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,807.1890568
1538,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,825.408292
1539,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,827.7042836
1540,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,892.4666452
1541,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,813.0516075
1542,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,804.7255843
1543,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,867.931576
1544,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,832.6237904
1545,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,821.9753731
1546,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,868.7646236
1547,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,620.6514454
1548,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,616.2888899
1549,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,587.0165736
1550,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,587.0046187
1551,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,591.32759
1552,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,608.9227554
1553,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,567.8890247
1554,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,607.4392808
1555,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,574.4615579
1556,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,575.4145547
1557,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,578.1702467
1558,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,599.6934297
1559,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,597.5896803
1560,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,585.3814971
1561,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,581.1283113
1562,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,578.9167846
1563,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,619.0078281
1564,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,592.4919983
1565,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,598.1778331
1566,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,609.3814153
1567,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,613.3144962
1568,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,609.9441504
1569,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,551.9199855
1570,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,618.3128674
1571,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,628.0021649
1572,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,621.0112026
1573,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,574.0596165
1574,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,628.0078606
1575,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,608.9807695
1576,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,592.4626845
1577,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,616.1324248
1578,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,643.2841548
1579,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,612.8507662
1580,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,614.9038479
1581,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,598.927406
1582,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,586.0204161
1583,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,597.1810015
1584,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,623.4778686
1585,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,612.4075013
1586,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,571.0240434
1587,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,577.4715956
1588,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,638.1863719
1589,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,576.0809586
1590,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,641.4778293
1591,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,648.2413914
1592,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,639.1531613
1593,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,590.9528101
1594,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,549.8023473
1595,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,585.7119978
1596,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,571.5971555
1597,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,596.2909325
1598,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,580.6489995
1599,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,626.0036475
1600,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,561.5585634
1601,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,613.1931772
1602,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,616.6940054
1603,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,592.1321997
1604,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,588.4759716
1605,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,591.244046
1606,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,612.8218245
1607,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,584.9227393
1608,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,596.1520559
1609,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,593.319539
1610,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,576.7855153
1611,14.0,10.0,0.0,2.0,10.0,6.0,0.15,45,30.0,0,200,0,72.01,576.7984212
