,Precursor Conc. (wt. %),Rel. Precursor Viscosity,Detach. Pressure (PSI),Crosslinker Conc. (mM),Dist. from Bath (mm),Surface Tension (mN/m),Formation Outcome
677,2.0,1,40,10,140,72.01,1
678,2.0,1,40,10,140,72.01,1
679,2.0,1,40,10,140,72.01,1
680,2.0,1,40,10,140,72.01,1
681,2.0,1,40,10,140,72.01,1
682,2.0,1,40,10,140,72.01,1
683,2.0,1,40,10,140,72.01,1
684,2.0,1,40,10,140,72.01,1
685,2.0,1,40,10,140,72.01,1
686,2.0,1,40,10,140,72.01,1
687,2.0,1,40,10,140,72.01,1
688,2.0,1,40,10,140,72.01,1
689,2.0,1,40,10,140,72.01,1
690,2.0,1,40,10,140,72.01,1
691,2.0,1,40,10,140,72.01,1
692,2.0,1,40,10,140,72.01,1
693,2.0,1,40,10,140,72.01,1
694,2.0,1,40,10,140,72.01,1
695,2.0,1,40,10,140,72.01,1
696,2.0,1,40,10,140,72.01,1
697,2.0,1,40,10,140,72.01,1
698,2.0,1,40,10,140,72.01,1
699,2.0,1,40,10,140,72.01,1
700,2.0,1,40,10,140,72.01,1
701,2.0,1,40,10,140,72.01,1
702,2.0,1,40,10,140,72.01,1
703,2.0,1,40,10,140,72.01,1
704,2.0,1,40,10,140,72.01,1
705,2.0,1,40,10,140,72.01,1
706,2.0,1,40,10,140,72.01,1
707,2.0,1,40,10,140,72.01,1
708,2.0,1,40,10,140,72.01,1
709,2.0,1,40,10,140,72.01,1
710,2.0,1,40,10,140,72.01,1
711,2.0,1,40,10,140,72.01,1
712,2.0,1,40,10,140,72.01,1
713,2.0,1,40,10,140,72.01,1
714,2.0,1,40,10,140,72.01,1
715,2.0,1,40,10,140,72.01,1
716,2.0,1,40,10,140,72.01,1
717,2.0,1,40,10,140,72.01,1
718,2.0,1,40,10,140,72.01,1
719,2.0,1,40,10,140,72.01,1
720,2.0,1,40,10,140,72.01,1
721,2.0,1,40,10,140,72.01,1
722,2.0,1,40,10,140,72.01,1
723,2.0,1,40,10,140,72.01,1
724,2.0,1,40,10,140,72.01,1
725,2.0,1,40,10,140,72.01,1
726,2.0,1,40,10,140,72.01,1
727,2.0,1,40,10,140,72.01,1
728,2.0,1,40,10,140,72.01,1
729,2.0,1,6,100,140,72.01,1
730,2.0,1,6,100,140,72.01,1
731,2.0,1,6,100,140,72.01,1
732,2.0,1,6,100,140,72.01,1
733,2.0,1,6,100,140,72.01,1
734,2.0,1,6,100,140,72.01,1
735,2.0,1,6,100,140,72.01,1
736,2.0,1,6,100,140,72.01,1
737,2.0,1,6,100,140,72.01,1
738,2.0,1,6,100,140,72.01,1
739,2.0,1,6,100,140,72.01,1
740,2.0,1,6,100,140,72.01,1
741,2.0,1,6,100,140,72.01,1
742,2.0,1,6,100,140,72.01,1
743,2.0,1,6,100,140,72.01,1
744,2.0,1,6,100,140,72.01,1
745,2.0,1,6,100,140,72.01,1
746,2.0,1,6,100,140,72.01,1
747,2.0,1,6,100,140,72.01,1
748,2.0,1,6,100,140,72.01,1
749,2.0,1,6,100,140,72.01,1
750,2.0,1,6,100,140,72.01,1
751,2.0,1,6,100,140,72.01,1
752,2.0,1,6,100,140,72.01,1
753,2.0,1,6,100,140,72.01,1
754,2.0,1,6,100,140,72.01,1
755,2.0,1,6,100,140,72.01,1
756,2.0,1,6,100,140,72.01,1
757,2.0,1,6,100,140,72.01,1
758,2.0,1,6,100,140,72.01,1
759,2.0,1,6,100,140,72.01,1
760,2.0,1,6,100,140,72.01,1
761,0.5,1,6,10,140,72.01,1
762,0.5,1,6,10,140,72.01,1
763,0.5,1,6,10,140,72.01,1
764,0.5,1,6,10,140,72.01,1
765,0.5,1,6,10,140,72.01,1
766,0.5,1,6,10,140,72.01,1
767,0.5,1,6,10,140,72.01,1
768,0.5,1,6,10,140,72.01,1
769,0.5,1,6,10,140,72.01,1
770,0.5,1,6,10,140,72.01,1
771,0.5,1,6,10,140,72.01,1
772,0.5,1,6,10,140,72.01,1
773,0.5,1,6,10,140,72.01,1
774,0.5,1,6,10,140,72.01,1
775,0.5,1,6,10,140,72.01,1
776,0.5,1,6,10,140,72.01,1
777,0.5,1,6,10,140,72.01,1
778,0.5,1,6,10,140,72.01,1
779,0.5,1,6,10,140,72.01,1
780,0.5,1,6,10,140,72.01,1
781,0.5,1,6,10,140,72.01,1
782,0.5,1,6,10,140,72.01,1
783,0.5,1,6,10,140,72.01,1
784,0.5,1,6,10,140,72.01,1
785,0.5,1,6,10,140,72.01,1
786,0.5,1,6,10,140,72.01,1
787,0.5,1,6,10,140,72.01,1
788,0.5,1,6,10,140,72.01,1
789,0.5,1,6,10,140,72.01,1
790,0.5,1,6,10,140,72.01,1
791,0.5,1,6,10,140,72.01,1
792,0.5,1,6,10,140,72.01,0
793,0.5,1,6,10,140,72.01,0
794,0.5,1,6,10,140,72.01,0
795,0.5,1,6,10,140,72.01,0
796,0.5,1,40,10,140,72.01,0
797,0.5,1,40,10,140,72.01,0
798,0.5,1,40,10,140,72.01,0
799,0.5,1,40,10,140,72.01,0
800,0.5,1,40,10,140,72.01,0
801,0.5,1,40,10,140,72.01,0
802,0.5,1,40,10,140,72.01,0
803,0.5,1,40,10,140,72.01,0
804,0.5,1,40,10,140,72.01,0
805,0.5,1,40,10,140,72.01,0
806,0.5,1,40,10,140,72.01,0
807,0.5,1,40,10,140,72.01,0
808,0.5,1,40,10,140,72.01,0
809,0.5,1,40,10,140,72.01,0
810,0.5,1,40,10,140,72.01,0
811,0.5,1,40,10,140,72.01,0
812,0.5,1,40,10,140,72.01,0
813,0.5,1,40,10,140,72.01,0
814,0.5,1,40,10,140,72.01,0
815,0.5,1,40,10,140,72.01,0
816,0.5,1,40,10,140,72.01,0
817,0.5,1,40,10,140,72.01,0
818,0.5,1,40,10,140,72.01,0
819,0.5,1,40,10,140,72.01,0
820,0.5,1,40,10,140,72.01,0
821,0.5,1,40,10,140,72.01,0
822,0.5,1,40,10,140,72.01,0
823,0.5,1,40,10,140,72.01,0
824,0.5,1,40,10,140,72.01,0
825,0.5,1,40,10,140,72.01,0
826,0.5,1,40,10,140,72.01,0
827,0.5,1,40,10,140,72.01,0
828,0.5,1,40,10,140,72.01,0
829,0.5,1,6,100,140,72.01,1
830,0.5,1,6,100,140,72.01,1
831,0.5,1,6,100,140,72.01,1
832,0.5,1,6,100,140,72.01,1
833,0.5,1,6,100,140,72.01,1
834,0.5,1,6,100,140,72.01,1
835,0.5,1,6,100,140,72.01,1
836,0.5,1,6,100,140,72.01,1
837,0.5,1,6,100,140,72.01,1
838,0.5,1,6,100,140,72.01,1
839,0.5,1,6,100,140,72.01,1
840,0.5,1,6,100,140,72.01,1
841,0.5,1,6,100,140,72.01,1
842,0.5,1,6,100,140,72.01,1
843,0.5,1,6,100,140,72.01,1
844,0.5,1,6,100,140,72.01,1
845,0.5,1,6,100,140,72.01,1
846,0.5,1,6,100,140,72.01,1
847,0.5,1,6,100,140,72.01,1
848,0.5,1,6,100,140,72.01,1
849,0.5,1,6,100,140,72.01,1
850,0.5,1,6,100,140,72.01,1
851,0.5,1,6,100,140,72.01,1
852,0.5,1,6,100,140,72.01,1
853,0.5,1,6,100,140,72.01,1
854,0.5,1,6,100,140,72.01,1
855,0.5,1,6,100,140,72.01,1
856,0.5,1,6,100,140,72.01,1
857,0.5,1,6,100,140,72.01,1
858,0.5,1,6,100,140,72.01,1
859,0.5,1,6,100,140,72.01,1
860,0.5,1,6,100,140,72.01,1
861,0.5,1,6,100,140,72.01,1
862,0.5,1,6,100,140,72.01,1
863,0.5,1,6,100,140,72.01,1
864,0.5,1,6,100,140,72.01,1
865,0.5,1,6,100,140,72.01,1
866,0.5,1,6,100,140,72.01,1
867,0.5,1,6,100,140,72.01,1
868,0.5,1,6,100,140,72.01,1
869,0.5,1,6,100,140,72.01,1
870,0.5,1,6,100,140,72.01,1
871,0.5,1,6,100,140,72.01,1
872,0.5,1,6,100,140,72.01,1
873,0.5,1,6,100,140,72.01,1
874,0.5,1,6,100,140,72.01,1
875,0.5,1,6,100,140,72.01,1
876,0.5,1,6,100,140,72.01,1
877,0.5,1,6,100,140,72.01,1
878,0.5,1,6,100,140,72.01,1
879,0.5,1,40,100,140,72.01,1
880,0.5,1,40,100,140,72.01,1
881,0.5,1,40,100,140,72.01,1
882,0.5,1,40,100,140,72.01,1
883,0.5,1,40,100,140,72.01,1
884,0.5,1,40,100,140,72.01,1
885,0.5,1,40,100,140,72.01,1
886,0.5,1,40,100,140,72.01,1
887,0.5,1,40,100,140,72.01,1
888,0.5,1,40,100,140,72.01,1
889,0.5,1,40,100,140,72.01,1
890,0.5,1,40,100,140,72.01,1
891,0.5,1,40,100,140,72.01,1
892,0.5,1,40,100,140,72.01,1
893,0.5,1,40,100,140,72.01,1
894,0.5,1,40,100,140,72.01,1
895,0.5,1,40,100,140,72.01,1
896,0.5,1,40,100,140,72.01,1
897,0.5,1,40,100,140,72.01,1
898,0.5,1,40,100,140,72.01,1
899,0.5,1,40,100,140,72.01,1
900,0.5,1,40,100,140,72.01,1
901,0.5,1,40,100,140,72.01,1
902,0.5,1,40,100,140,72.01,1
903,0.5,1,40,100,140,72.01,1
904,0.5,1,40,100,140,72.01,1
905,0.5,1,40,100,140,72.01,1
906,0.5,1,40,100,140,72.01,1
907,0.5,1,40,100,140,72.01,1
908,0.5,1,40,100,140,72.01,1
909,0.5,1,40,100,140,72.01,1
910,0.5,1,40,100,140,72.01,1
911,0.5,1,40,100,140,72.01,1
912,0.5,1,40,100,140,72.01,1
913,0.5,1,40,100,140,72.01,1
914,0.5,1,40,100,140,72.01,1
915,0.5,1,40,100,140,72.01,1
916,0.5,1,40,100,140,72.01,1
917,0.5,1,40,100,140,72.01,1
918,0.5,1,40,100,140,72.01,1
919,0.5,1,40,100,140,72.01,1
920,0.5,1,40,100,140,72.01,1
921,0.5,1,40,100,140,72.01,1
922,0.5,1,40,100,140,72.01,1
923,0.5,1,40,100,140,72.01,1
924,0.5,1,40,100,140,72.01,1
925,0.5,1,40,100,140,72.01,1
926,0.5,1,40,100,140,72.01,1
927,0.5,1,40,100,140,72.01,1
928,0.5,1,40,100,140,72.01,1
929,0.5,1,40,100,140,72.01,1
930,0.5,1,40,100,140,72.01,1
931,0.5,1,40,100,140,72.01,1
932,0.5,1,40,100,140,72.01,1
933,0.5,1,40,100,140,72.01,1
934,0.5,1,40,100,140,72.01,1
935,0.5,1,40,100,140,72.01,1
936,0.5,1,40,100,140,72.01,1
937,0.5,1,40,100,140,72.01,1
938,0.5,1,40,100,140,72.01,1
939,0.5,1,40,100,140,72.01,1
940,0.5,1,40,100,140,72.01,1
941,0.5,1,40,100,140,72.01,1
942,0.5,1,40,100,140,72.01,1
943,0.5,1,40,100,140,72.01,1
944,0.5,1,40,100,140,72.01,1
945,0.5,1,40,100,140,72.01,1
946,0.5,1,40,100,140,72.01,1
947,0.5,1,40,100,140,72.01,1
948,0.5,1,40,100,140,72.01,1
949,0.5,1,40,100,140,72.01,1
950,0.5,1,40,100,140,72.01,1
951,0.5,1,40,100,140,72.01,1
952,0.5,1,40,100,140,72.01,1
953,0.5,1,40,100,140,72.01,1
954,0.5,1,40,100,140,72.01,1
955,0.5,1,40,100,140,72.01,1
956,0.5,1,40,100,140,72.01,1
957,0.5,1,40,100,140,72.01,1
958,0.5,1,40,100,140,72.01,1
959,0.5,1,40,100,140,72.01,1
960,0.5,1,40,100,140,72.01,1
961,0.5,1,40,100,140,72.01,0
962,0.5,1,40,100,140,72.01,0
963,0.5,1,40,100,140,72.01,0
964,0.5,1,40,100,140,72.01,0
965,0.5,1,40,100,140,72.01,0
966,0.5,1,40,100,140,72.01,0
967,0.5,1,40,100,140,72.01,0
968,0.5,1,40,100,140,72.01,0
969,0.5,1,40,100,140,72.01,0
970,0.5,1,40,100,140,72.01,0
971,0.5,1,40,100,140,72.01,0
972,0.5,1,40,100,140,72.01,0
973,0.5,1,40,100,140,72.01,0
974,0.5,1,40,100,140,72.01,0
975,0.5,1,40,100,140,72.01,0
976,0.5,1,40,100,140,72.01,0
977,0.5,1,40,100,140,72.01,0
978,0.5,1,40,100,140,72.01,0
979,0.5,1,40,100,140,72.01,0
980,0.5,1,40,100,140,72.01,0
981,0.5,1,40,100,140,72.01,0
982,0.5,1,40,100,140,72.01,0
983,0.5,1,40,100,140,72.01,0
984,0.5,1,40,100,140,72.01,0
985,0.5,1,40,100,140,72.01,0
986,0.5,1,40,100,140,72.01,0
987,0.5,1,40,100,140,72.01,0
988,0.5,1,40,100,140,72.01,0
989,0.5,1,40,100,140,72.01,0
990,0.5,1,40,100,140,72.01,0
991,0.5,1,40,100,140,72.01,0
992,0.5,1,40,100,140,72.01,0
993,0.5,1,40,100,140,72.01,0
994,0.5,1,40,100,140,72.01,0
995,0.5,1,40,100,140,72.01,0
996,0.5,1,40,100,140,72.01,0
997,0.5,1,40,100,140,72.01,0
998,0.5,1,40,100,140,72.01,0
999,0.5,1,40,100,140,72.01,0
1000,0.5,1,40,100,140,72.01,0
1001,0.5,1,40,100,140,72.01,0
1002,0.5,1,40,100,140,72.01,0
1003,0.5,1,40,100,140,72.01,0
1004,0.5,1,40,100,140,72.01,0
1005,0.5,1,40,100,140,72.01,0
1006,0.5,1,40,100,140,72.01,0
1007,0.5,1,40,100,140,72.01,0
1008,0.5,1,40,100,140,72.01,0
1009,0.5,1,40,100,140,72.01,0
1010,0.5,1,40,100,140,72.01,0
1011,0.5,1,40,100,140,72.01,0
1012,0.5,1,40,100,140,72.01,0
1013,0.5,1,40,100,140,72.01,0
1014,0.5,1,40,100,140,72.01,0
1015,0.5,1,40,100,140,72.01,0
1016,0.5,1,40,100,140,72.01,0
1017,0.5,1,40,100,140,72.01,0
1018,0.5,1,40,100,140,72.01,0
1019,0.5,1,40,100,140,72.01,0
1020,0.5,1,40,100,140,72.01,0
1021,0.5,1,40,100,140,72.01,0
1022,0.5,1,40,100,140,72.01,0
1023,0.5,1,40,100,140,72.01,0
1024,0.5,1,40,100,140,72.01,0
1025,0.5,1,40,100,140,72.01,0
1026,0.5,1,40,100,140,72.01,0
1027,0.5,1,40,100,140,72.01,0
1028,0.5,1,40,100,140,72.01,0
1029,0.5,1,40,100,140,72.01,0
1030,0.5,1,40,100,140,72.01,0
1031,0.5,1,40,100,140,72.01,0
1032,0.5,1,40,100,140,72.01,0
1033,0.5,1,40,100,140,72.01,0
1034,0.5,1,40,100,140,72.01,0
1035,0.5,1,40,100,140,72.01,0
1036,0.5,1,40,100,140,72.01,0
1037,0.5,1,40,100,140,72.01,0
1038,0.5,1,40,100,140,72.01,0
1039,0.5,1,40,100,140,72.01,0
1040,0.5,1,40,100,140,72.01,0
1041,0.5,1,40,100,140,72.01,0
1042,0.5,1,40,100,140,72.01,0
1043,0.5,1,40,100,140,72.01,0
1044,2.0,0,6,10,140,72.01,0
1045,2.0,0,6,10,140,72.01,0
1046,2.0,0,6,10,140,72.01,0
1047,2.0,0,6,10,140,72.01,0
1048,2.0,0,6,10,140,72.01,0
1049,2.0,0,6,10,140,72.01,1
1050,2.0,0,6,10,140,72.01,1
1051,2.0,0,6,10,140,72.01,1
1052,2.0,0,6,10,140,72.01,1
1053,2.0,0,6,10,140,72.01,1
1054,2.0,0,6,10,140,72.01,1
1055,2.0,0,6,10,140,72.01,1
1056,2.0,0,6,10,140,72.01,1
1057,2.0,0,6,10,140,72.01,1
1058,2.0,0,6,10,140,72.01,1
1059,2.0,0,6,100,140,72.01,1
1060,2.0,0,6,100,140,72.01,1
1061,2.0,0,6,100,140,72.01,1
1062,2.0,0,6,100,140,72.01,1
1063,2.0,0,6,100,140,72.01,1
1064,2.0,0,6,100,140,72.01,1
1065,2.0,0,6,100,140,72.01,1
1066,2.0,0,6,100,140,72.01,1
1067,2.0,0,6,100,140,72.01,1
1068,2.0,0,6,100,140,72.01,1
1069,2.0,0,6,100,140,72.01,1
1070,2.0,0,6,100,140,72.01,1
1071,2.0,0,6,100,140,72.01,1
1072,2.0,0,6,100,140,72.01,1
1073,2.0,0,6,100,140,72.01,1
1074,0.5,0,6,10,140,72.01,0
1075,0.5,0,6,10,140,72.01,0
1076,0.5,0,6,10,140,72.01,0
1077,0.5,0,6,10,140,72.01,0
1078,0.5,0,6,10,140,72.01,0
1079,0.5,0,6,10,140,72.01,0
1080,0.5,0,6,10,140,72.01,0
1081,0.5,0,6,10,140,72.01,0
1082,0.5,0,6,10,140,72.01,0
1083,0.5,0,6,10,140,72.01,0
1084,0.5,0,6,10,140,72.01,0
1085,0.5,0,6,10,140,72.01,0
1086,0.5,0,6,10,140,72.01,0
1087,0.5,0,6,10,140,72.01,0
1088,0.5,0,6,10,140,72.01,0
1089,0.5,0,6,100,140,72.01,0
1090,0.5,0,6,100,140,72.01,0
1091,0.5,0,6,100,140,72.01,0
1092,0.5,0,6,100,140,72.01,0
1093,0.5,0,6,100,140,72.01,0
1094,0.5,0,6,100,140,72.01,0
1095,0.5,0,6,100,140,72.01,0
1096,0.5,0,6,100,140,72.01,0
1097,0.5,0,6,100,140,72.01,0
1098,0.5,0,6,100,140,72.01,0
1099,0.5,0,6,100,140,72.01,0
1100,0.5,0,6,100,140,72.01,0
1101,0.5,0,6,100,140,72.01,0
1102,0.5,0,6,100,140,72.01,0
1103,0.5,0,6,100,140,72.01,0
1104,2.0,0,40,10,140,72.01,0
1105,2.0,0,40,10,140,72.01,0
1106,2.0,0,40,10,140,72.01,0
1107,2.0,0,40,10,140,72.01,0
1108,2.0,0,40,10,140,72.01,0
1109,2.0,0,40,10,140,72.01,0
1110,2.0,0,40,10,140,72.01,0
1111,2.0,0,40,10,140,72.01,0
1112,2.0,0,40,10,140,72.01,0
1113,2.0,0,40,10,140,72.01,0
1114,2.0,0,40,10,140,72.01,0
1115,2.0,0,40,10,140,72.01,0
1116,2.0,0,40,10,140,72.01,0
1117,2.0,0,40,10,140,72.01,0
1118,2.0,0,40,10,140,72.01,0
1119,2.0,0,40,100,140,72.01,0
1120,2.0,0,40,100,140,72.01,0
1121,2.0,0,40,100,140,72.01,0
1122,2.0,0,40,100,140,72.01,0
1123,2.0,0,40,100,140,72.01,0
1124,2.0,0,40,100,140,72.01,0
1125,2.0,0,40,100,140,72.01,0
1126,2.0,0,40,100,140,72.01,0
1127,2.0,0,40,100,140,72.01,0
1128,2.0,0,40,100,140,72.01,0
1129,2.0,0,40,100,140,72.01,0
1130,2.0,0,40,100,140,72.01,0
1131,2.0,0,40,100,140,72.01,0
1132,2.0,0,40,100,140,72.01,0
1133,2.0,0,40,100,140,72.01,0
1134,0.5,0,40,10,140,72.01,0
1135,0.5,0,40,10,140,72.01,0
1136,0.5,0,40,10,140,72.01,0
1137,0.5,0,40,10,140,72.01,0
1138,0.5,0,40,10,140,72.01,0
1139,0.5,0,40,10,140,72.01,0
1140,0.5,0,40,10,140,72.01,0
1141,0.5,0,40,10,140,72.01,0
1142,0.5,0,40,10,140,72.01,0
1143,0.5,0,40,10,140,72.01,0
1144,0.5,0,40,10,140,72.01,0
1145,0.5,0,40,10,140,72.01,0
1146,0.5,0,40,10,140,72.01,0
1147,0.5,0,40,10,140,72.01,0
1148,0.5,0,40,10,140,72.01,0
1149,0.5,0,40,100,140,72.01,0
1150,0.5,0,40,100,140,72.01,0
1151,0.5,0,40,100,140,72.01,0
1152,0.5,0,40,100,140,72.01,0
1153,0.5,0,40,100,140,72.01,0
1154,0.5,0,40,100,140,72.01,0
1155,0.5,0,40,100,140,72.01,0
1156,0.5,0,40,100,140,72.01,0
1157,0.5,0,40,100,140,72.01,0
1158,0.5,0,40,100,140,72.01,0
1159,0.5,0,40,100,140,72.01,0
1160,0.5,0,40,100,140,72.01,0
1161,0.5,0,40,100,140,72.01,0
1162,0.5,0,40,100,140,72.01,0
1163,0.5,0,40,100,140,72.01,0
1164,2.0,1,40,10,140,72.01,1
1165,2.0,1,40,10,140,72.01,1
1166,2.0,1,40,10,140,72.01,1
1167,2.0,1,40,10,140,72.01,1
1168,2.0,1,40,10,140,72.01,1
1169,2.0,1,40,10,140,72.01,1
1170,2.0,1,40,10,140,72.01,1
1171,2.0,1,40,10,140,72.01,1
1172,2.0,1,40,10,140,72.01,1
1173,2.0,1,40,10,140,72.01,1
1174,2.0,1,40,10,140,72.01,1
1175,2.0,1,40,10,140,72.01,1
1176,2.0,1,40,10,140,72.01,1
1177,2.0,1,40,10,140,72.01,1
1178,2.0,1,40,10,140,72.01,1
1179,2.0,1,40,10,140,72.01,1
1180,2.0,1,40,10,140,72.01,1
1181,2.0,1,40,10,140,72.01,1
1182,2.0,1,40,10,140,72.01,1
1183,2.0,1,40,10,140,72.01,1
1184,2.0,1,40,10,140,72.01,1
1185,2.0,1,40,10,140,72.01,1
1186,2.0,1,40,10,140,72.01,1
1187,2.0,1,40,10,140,72.01,1
1188,2.0,1,40,10,140,72.01,1
1189,2.0,1,40,10,140,72.01,1
1190,2.0,1,40,10,140,72.01,1
1191,2.0,1,40,10,140,72.01,1
1192,2.0,1,40,10,140,72.01,1
1193,2.0,1,40,10,140,72.01,1
1194,2.0,1,40,10,140,72.01,1
1195,2.0,1,40,10,140,72.01,1
1196,2.0,1,40,10,140,72.01,1
1197,2.0,1,40,10,140,72.01,1
1198,2.0,1,40,10,140,72.01,1
1199,2.0,1,40,10,140,72.01,1
1200,2.0,1,40,10,140,72.01,1
1201,2.0,1,40,10,140,72.01,1
1202,2.0,1,40,10,140,72.01,1
1203,2.0,1,40,10,140,72.01,1
1204,2.0,1,40,10,140,72.01,1
1205,2.0,1,40,10,140,72.01,1
1206,2.0,1,40,10,140,72.01,1
1207,2.0,1,40,10,140,72.01,1
1208,2.0,1,40,10,140,72.01,1
1209,2.0,1,40,10,140,72.01,1
1210,2.0,1,40,10,140,72.01,1
1211,2.0,1,40,10,140,72.01,1
1212,2.0,1,40,10,140,72.01,1
1213,2.0,1,40,10,140,72.01,1
1214,2.0,1,40,10,140,72.01,1
1215,2.0,1,40,10,140,72.01,1
1216,2.0,1,40,10,140,72.01,1
1217,2.0,1,40,10,140,72.01,1
1218,2.0,1,40,10,140,72.01,1
1219,2.0,1,40,10,140,72.01,1
1220,2.0,1,40,10,140,72.01,1
1221,2.0,1,40,10,140,72.01,1
1222,2.0,1,40,10,140,72.01,1
1223,2.0,1,40,10,140,72.01,1
1224,2.0,1,40,10,140,72.01,1
1225,2.0,1,40,10,140,72.01,1
1226,2.0,1,40,10,140,72.01,1
1227,2.0,1,40,10,140,72.01,1
1228,2.0,1,40,10,140,72.01,1
1229,2.0,1,40,10,140,72.01,1
1230,2.0,1,40,10,140,72.01,1
1231,2.0,1,40,10,140,72.01,1
1232,2.0,1,40,10,140,72.01,1
1233,2.0,1,40,10,140,72.01,1
1234,2.0,1,40,10,140,72.01,1
1235,2.0,1,40,10,140,72.01,1
1236,2.0,1,40,10,140,72.01,1
1237,2.0,1,40,10,140,72.01,1
1238,2.0,1,40,10,140,72.01,1
1239,2.0,1,40,10,140,72.01,1
1240,2.0,1,40,10,140,72.01,1
1241,2.0,1,40,10,140,72.01,1
1242,2.0,1,40,10,140,72.01,1
1243,2.0,1,40,10,140,72.01,1
1244,2.0,1,40,10,140,72.01,1
1245,2.0,1,40,10,140,72.01,1
1246,2.0,1,40,10,140,72.01,1
1247,2.0,1,40,10,140,72.01,1
1248,2.0,1,40,10,140,72.01,1
1249,2.0,1,40,10,140,72.01,1
1250,2.0,1,40,10,140,72.01,1
1251,2.0,1,40,10,140,72.01,1
1252,2.0,1,40,10,140,72.01,1
1253,2.0,1,40,10,140,72.01,1
1254,2.0,1,40,10,140,72.01,1
1255,2.0,1,40,10,140,72.01,1
1256,2.0,1,40,10,140,72.01,1
1257,2.0,1,40,10,140,72.01,1
1258,2.0,1,40,10,140,72.01,1
1259,2.0,1,40,10,140,72.01,1
1260,2.0,1,40,10,140,72.01,1
1261,2.0,1,40,10,140,72.01,1
1262,2.0,1,40,10,140,55.73,1
1263,2.0,1,40,10,140,55.73,1
1264,2.0,1,40,10,140,55.73,1
1265,2.0,1,40,10,140,55.73,1
1266,2.0,1,40,10,140,55.73,1
1267,2.0,1,40,10,140,55.73,1
1268,2.0,1,40,10,140,55.73,1
1269,2.0,1,40,10,140,55.73,1
1270,2.0,1,40,10,140,55.73,1
1271,2.0,1,40,10,140,55.73,1
1272,2.0,1,40,10,140,55.73,1
1273,2.0,1,40,10,140,55.73,1
1274,2.0,1,40,10,140,55.73,1
1275,2.0,1,40,10,140,55.73,1
1276,2.0,1,40,10,140,55.73,1
1277,2.0,1,40,10,140,55.73,1
1278,2.0,1,40,10,140,55.73,1
1279,2.0,1,40,10,140,55.73,1
1280,2.0,1,40,10,140,55.73,1
1281,2.0,1,40,10,140,55.73,1
1282,2.0,1,40,10,140,55.73,1
1283,2.0,1,40,10,140,55.73,1
1284,2.0,1,40,10,140,55.73,1
1285,2.0,1,40,10,140,55.73,1
1286,2.0,1,40,10,140,55.73,1
1287,2.0,1,40,10,140,55.73,1
1288,2.0,1,40,10,140,55.73,1
1289,2.0,1,40,10,140,55.73,1
1290,2.0,1,40,10,140,55.73,1
1291,2.0,1,40,10,140,55.73,1
1292,2.0,1,40,10,140,55.73,1
1293,2.0,1,40,10,140,55.73,1
1294,2.0,1,40,10,140,55.73,1
1295,2.0,1,40,10,140,55.73,1
1296,2.0,1,40,10,140,55.73,1
1297,2.0,1,40,10,140,55.73,1
1298,2.0,1,40,10,140,55.73,1
1299,2.0,1,40,10,140,55.73,1
1300,2.0,1,40,10,140,55.73,1
1301,2.0,1,40,10,140,55.73,1
1302,2.0,1,40,10,140,55.73,1
1303,2.0,1,40,10,140,55.73,1
1304,2.0,1,40,10,140,55.73,1
1305,2.0,1,40,10,140,55.73,1
1306,2.0,1,40,10,140,55.73,1
1307,2.0,1,40,10,140,55.73,1
1308,2.0,1,40,10,140,55.73,1
1309,2.0,1,40,10,140,55.73,1
1310,2.0,1,40,10,140,55.73,1
1311,2.0,1,40,10,140,55.73,1
1312,2.0,1,40,10,140,55.73,1
1313,2.0,1,40,10,140,55.73,1
1314,2.0,1,40,10,140,55.73,1
1315,2.0,1,40,10,140,55.73,1
1316,2.0,1,40,10,140,55.73,1
1317,2.0,1,40,10,140,55.73,1
1318,2.0,1,40,10,140,55.73,1
1319,2.0,1,40,10,140,55.73,1
1320,2.0,1,40,10,140,55.73,1
1321,2.0,1,40,10,140,55.73,1
1322,2.0,1,40,10,140,55.73,1
1323,2.0,1,40,10,140,55.73,1
1324,2.0,1,40,10,140,55.73,1
1325,2.0,1,40,10,140,55.73,1
1326,2.0,1,40,10,140,55.73,1
1327,2.0,1,40,10,140,55.73,1
1328,2.0,1,40,10,140,55.73,1
1329,2.0,1,40,10,140,55.73,1
1330,2.0,1,40,10,140,55.73,1
1331,2.0,1,40,10,140,55.73,1
1332,2.0,1,40,10,140,55.73,1
1333,2.0,1,40,10,140,55.73,1
1334,2.0,1,40,10,140,55.73,1
1335,2.0,1,40,10,140,55.73,1
1336,2.0,1,40,10,140,55.73,1
1337,2.0,1,40,10,140,55.73,1
1338,2.0,1,40,10,140,55.73,1
1339,2.0,1,40,10,140,55.73,1
1340,2.0,1,40,10,140,55.73,1
1341,2.0,1,40,10,140,55.73,1
1342,2.0,1,40,10,140,55.73,1
1343,2.0,1,40,10,140,55.73,1
1344,2.0,1,40,10,140,55.73,1
1345,2.0,1,40,10,140,55.73,1
1346,2.0,1,40,10,140,55.73,1
1347,2.0,1,40,10,140,55.73,1
1348,2.0,1,40,10,140,55.73,1
1349,2.0,1,40,10,140,55.73,1
1350,2.0,1,40,10,140,55.73,1
1351,2.0,1,40,10,140,55.73,1
1352,2.0,1,40,10,140,55.73,1
1353,2.0,1,40,10,140,55.73,1
