,Precursor Conc. (wt. %),Rel. Precursor Viscosity,Detach. Pressure (PSI),Crosslinker Conc. (mM),Dist. from Bath (cm),Surface Tension (mN/m),Shape Outcome
1582,2.0,1,40,10,280,55.73,3
1583,2.0,1,40,10,280,55.73,3
1584,2.0,1,40,10,280,55.73,3
1585,2.0,1,40,10,280,55.73,3
1586,2.0,1,40,10,280,55.73,3
1587,2.0,1,40,10,280,55.73,3
1588,2.0,1,40,10,280,55.73,3
1589,2.0,1,40,10,280,55.73,3
1590,2.0,1,40,10,280,55.73,3
1591,2.0,1,40,10,280,55.73,3
1592,2.0,1,40,10,280,55.73,3
1593,2.0,1,40,10,280,55.73,3
1594,2.0,1,40,10,280,55.73,3
1595,2.0,1,40,10,280,55.73,3
1596,2.0,1,40,10,280,55.73,3
1597,2.0,1,40,10,280,55.73,3
1598,2.0,1,40,10,280,55.73,3
1599,2.0,1,40,10,280,55.73,3
1600,2.0,1,40,10,280,55.73,3
1601,2.0,1,40,10,280,55.73,3
1602,2.0,1,40,10,280,55.73,3
1603,2.0,1,40,10,280,55.73,3
1604,2.0,1,40,10,280,55.73,3
1605,2.0,1,40,10,280,55.73,3
1606,2.0,1,40,10,280,55.73,3
1607,2.0,1,40,10,280,55.73,3
1608,2.0,1,40,10,280,55.73,3
1609,2.0,1,40,10,280,55.73,3
1610,2.0,1,40,10,280,55.73,3
1611,2.0,1,40,10,280,55.73,3
1612,2.0,1,40,10,280,55.73,3
1613,2.0,1,40,10,280,55.73,3
1614,2.0,1,40,10,280,55.73,3
1615,2.0,1,40,10,280,55.73,3
1616,2.0,1,40,10,280,55.73,3
1617,2.0,1,40,10,280,55.73,3
1618,2.0,1,40,10,280,55.73,3
1619,2.0,1,40,10,280,55.73,3
1620,2.0,1,40,10,280,55.73,3
1621,2.0,1,40,10,280,55.73,3
1622,2.0,1,40,10,280,55.73,3
1623,2.0,1,40,10,280,55.73,2
1624,2.0,1,40,10,280,55.73,2
1625,2.0,1,40,10,280,55.73,1
1626,2.0,1,40,10,280,55.73,1
1627,2.0,1,40,10,280,55.73,1
1628,2.0,1,40,10,280,55.73,1
