,,Microgel Conc. (%),Microgel Size (um),Fluid Phase Ca2+ (mM),Fluid Phase Na+ (mM),Est. Volume Fraction,Shear rate (1/s),Resuspension_encoded,Log_viscosity
Flow,495,2.0,690,0.9,153,0.9,9.9998,2,2.6418605398048784
Flow,496,2.0,690,0.9,153,0.9,10.0,2,2.600182842233203
Flow,497,2.0,690,0.9,153,0.9,6.3095,2,3.038422921054244
Flow,498,2.0,690,0.9,153,0.9,3.98121,2,3.418142990388297
Flow,499,2.0,690,0.9,153,0.9,2.51192,2,3.794157966409579
Flow,500,2.0,690,0.9,153,0.9,1.58491,2,4.173780932263969
Flow,501,2.0,690,0.9,153,0.9,1.00001,2,4.583667654673422
Flow,502,2.0,690,0.9,153,0.9,0.630966,2,5.0054887399433765
Flow,503,2.0,690,0.9,153,0.9,0.398122,2,5.4207252466608296
Flow,504,2.0,690,0.9,153,0.9,0.251188,2,5.8471581694107355
Flow,505,2.0,690,0.9,153,0.9,0.158485,2,6.28183300798507
Flow,506,2.0,690,0.9,153,0.9,0.0999987,2,6.738963776791951
Flow,507,2.0,690,0.9,153,0.9,0.06309529999999999,2,7.25240116300674
Flow,508,2.0,690,0.9,153,0.9,0.0398116,2,7.782319440664132
Flow,509,2.0,690,0.9,153,0.9,0.0251192,2,8.319992690081797
Flow,510,2.0,690,0.9,153,0.9,0.0158481,2,8.880525724346152
Flow,511,2.0,690,0.9,153,0.9,0.0100005,2,9.43288374321836
Flow,513,1.0,650,0.9,153,0.9,0.0158491,2,6.5024346604348535
Flow,514,1.0,650,0.9,153,0.9,0.0251184,2,6.077951828450145
Flow,515,1.0,650,0.9,153,0.9,0.03981,2,5.67624682446168
Flow,516,1.0,650,0.9,153,0.9,0.0630956,2,5.258661358667751
Flow,517,1.0,650,0.9,153,0.9,0.0999991,2,4.822496851980737
Flow,518,1.0,650,0.9,153,0.9,0.158491,2,4.364252099408045
Flow,519,1.0,650,0.9,153,0.9,0.251188,2,3.894577717423104
Flow,520,1.0,650,0.9,153,0.9,0.398108,2,3.4220876525536577
Flow,521,1.0,650,0.9,153,0.9,0.630955,2,2.889671512781771
Flow,522,1.0,650,0.9,153,0.9,0.999985,2,2.3898997573207543
Flow,523,1.0,650,0.9,153,0.9,1.58485,2,1.9288395577763207
Flow,524,1.0,650,0.9,153,0.9,2.51184,2,1.4894374200367588
Flow,525,1.0,650,0.9,153,0.9,3.98098,2,1.094791666042319
Flow,526,1.0,650,0.9,153,0.9,6.3096,2,0.7429368450624609
Flow,527,1.0,650,0.9,153,0.9,9.99985,2,0.44094807535349584
Flow,528,1.0,650,0.9,153,0.9,10.0002,2,0.48494765892313757
Flow,529,1.0,650,0.9,153,0.9,6.30966,2,0.7930558619395248
Flow,530,1.0,650,0.9,153,0.9,3.98118,2,1.1414897692287769
Flow,531,1.0,650,0.9,153,0.9,2.51195,2,1.4949873180223656
Flow,532,1.0,650,0.9,153,0.9,1.58487,2,1.884365997458065
Flow,533,1.0,650,0.9,153,0.9,0.999993,2,2.295367105887568
Flow,534,1.0,650,0.9,153,0.9,0.630974,2,2.7305355013212815
Flow,535,1.0,650,0.9,153,0.9,0.398096,2,3.157379072856762
Flow,536,1.0,650,0.9,153,0.9,0.251192,2,3.5965585519639136
Flow,537,1.0,650,0.9,153,0.9,0.15849,2,4.027999966669118
Flow,538,1.0,650,0.9,153,0.9,0.100001,2,4.443995059065412
Flow,539,1.0,650,0.9,153,0.9,0.0630978,2,4.852834627832211
Flow,540,1.0,650,0.9,153,0.9,0.0398119,2,5.24391397766865
Flow,541,1.0,650,0.9,153,0.9,0.0251183,2,5.631620300516777
Flow,542,1.0,650,0.9,153,0.9,0.0158487,2,5.99771994127049
Flow,543,1.0,650,0.9,153,0.9,0.0100002,2,6.413360591673893
Flow,544,0.5,600,0.9,153,0.9,0.0158497,2,5.047449267218972
Flow,545,0.5,600,0.9,153,0.9,0.0251203,2,4.672735372150515
Flow,546,0.5,600,0.9,153,0.9,0.0398114,2,4.316995992464597
Flow,547,0.5,600,0.9,153,0.9,0.063096,2,3.978355541358411
Flow,548,0.5,600,0.9,153,0.9,0.100003,2,3.6213845672304603
Flow,549,0.5,600,0.9,153,0.9,0.158492,2,3.261797373780805
Flow,550,0.5,600,0.9,153,0.9,0.251196,2,2.8906994819665424
Flow,551,0.5,600,0.9,153,0.9,0.398107,2,2.4823032639178852
Flow,552,0.5,600,0.9,153,0.9,0.630977,2,2.046548963577702
Flow,553,0.5,600,0.9,153,0.9,1.00003,2,1.6160003325755044
Flow,554,0.5,600,0.9,153,0.9,1.58491,2,1.2145476925777694
Flow,555,0.5,600,0.9,153,0.9,2.51194,2,0.859068315986119
Flow,556,0.5,600,0.9,153,0.9,3.9812,2,0.5401008906695588
Flow,557,0.5,600,0.9,153,0.9,6.30962,2,0.2820085081809293
Flow,558,0.5,600,0.9,153,0.9,10.0001,2,0.09162156704722374
Flow,559,0.5,600,0.9,153,0.9,9.99984,2,0.16984403528284198
Flow,560,0.5,600,0.9,153,0.9,6.30948,2,0.5272342627000073
Flow,561,0.5,600,0.9,153,0.9,3.98102,2,0.8452844061765846
Flow,562,0.5,600,0.9,153,0.9,2.51186,2,1.157516215250965
Flow,563,0.5,600,0.9,153,0.9,1.58489,2,1.4786615782911061
Flow,564,0.5,600,0.9,153,0.9,1.0,2,1.8069977742668213
Flow,565,0.5,600,0.9,153,0.9,0.630963,2,2.1518354563903395
Flow,566,0.5,600,0.9,153,0.9,0.39811,2,2.503998240043521
Flow,567,0.5,600,0.9,153,0.9,0.251192,2,2.851775294303021
Flow,568,0.5,600,0.9,153,0.9,0.158488,2,3.1889978917098016
Flow,569,0.5,600,0.9,153,0.9,0.099999,2,3.5140229642437273
Flow,570,0.5,600,0.9,153,0.9,0.0630951,2,3.8314765042052814
Flow,571,0.5,600,0.9,153,0.9,0.0398111,2,4.152685794774627
Flow,572,0.5,600,0.9,153,0.9,0.025119,2,4.455856621764765
Flow,573,0.5,600,0.9,153,0.9,0.015849,2,4.787008292605506
Flow,574,0.5,600,0.9,153,0.9,0.0100005,2,5.12124600333621
