,Displacement (mm),Ext. Diam. (mm),Ext. Length (cm),Est. Vol. Fraction,Fluid Ca2+ (mM),Resuspension_encoded,Syringe Diam. (mm),Microgel Conc. (%),Microgel Size (mm),Speed (mm/sec),Complex_0,YS_breakdown_33,YStrain_breakdown_33,Viscosity_0.1/s,Force (N)
2931,11.7484,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.899
2932,13.0089,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.5403
2933,14.2689,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.6129
2934,15.5284,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.6216
2935,16.7885,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.509
2936,18.0487,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.4347
2937,19.3088,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.4914
2938,20.5684,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.4113
2939,21.8287,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.2899
2940,23.0888,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.2461
2941,24.3484,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.1398
2942,25.6085,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.184
2943,26.8688,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.1653
2944,28.1288,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.9448
2945,29.3883,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.8002
2946,30.6486,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.7891
2947,31.9088,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.5854
2948,33.1684,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.7702
2949,34.4286,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.7384
2950,35.6889,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.6624
2951,36.9488,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.4422
2952,38.2083,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.3574
2953,39.4686,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.4367
2954,0.0049,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,0.0937
2955,0.4188,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.3567
2956,0.8385,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.9522
2957,1.2588,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.5228
2958,1.679,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.8854
2959,2.9388,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.651499999999999
2960,4.1987,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.3048
2961,5.459,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.597799999999999
2962,6.719,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.5084
2963,7.9785,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.2547
2964,9.2389,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.1506
2965,10.4991,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.0888
2966,11.7587,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.0659
2967,13.0185,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.9288
2968,14.279,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.9876
2969,15.5389,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.8052
2970,16.7986,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.9129
2971,18.0587,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.8596
2972,19.3192,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.9221
2973,20.5789,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.7383
2974,21.8385,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.583699999999999
2975,23.099,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.6378
2976,24.359,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.5969
2977,25.6187,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.5261
2978,26.8786,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.3849
2979,28.1391,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.1904
2980,29.399,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.0909
2981,30.6586,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.0572
2982,31.9189,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.9641
2983,33.179,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.0028
2984,34.4388,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.82
2985,35.6986,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.799
2986,36.959,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.4718
2987,38.219,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.3947
2988,39.4785,1.36,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.2781
2989,0.0002,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,0.0138
2990,0.4182,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.113700000000001
2991,0.8381,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.7815
2992,1.2577,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,9.999
2993,1.6782,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,8.0935
2994,2.9378,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.1516
2995,4.1981,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.911
2996,5.4582,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.6632
2997,6.718,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,11.8378
2998,7.9779,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,9.901
2999,9.2381,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,11.6401
3000,10.4982,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.0506
3001,11.7577,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,8.249600000000001
3002,13.018,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.936100000000001
3003,14.2782,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,8.7185
3004,15.538,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,11.1202
3005,16.7978,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.8575
3006,18.0581,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.492100000000001
3007,19.3181,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.2375
3008,20.5778,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,8.842500000000001
3009,21.838,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.651000000000001
3010,23.0982,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,8.2361
3011,24.3581,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,8.3438
3012,25.6179,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.7639
3013,26.8782,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.4457
3014,28.1382,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,8.9364
3015,29.3978,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.488300000000001
3016,30.658,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,8.3472
3017,31.9181,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.684900000000001
3018,33.1782,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,9.858
3019,34.4378,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.7457
3020,35.6981,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,8.402800000000001
3021,36.9582,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.7084
3022,38.2181,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.6424
3023,39.4779,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,9.5232
3024,0.0018,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,0.0339
3025,0.4165,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,6.7929
3026,0.8367,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,7.565
3027,1.2562,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,9.7349
3028,1.676,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.6035
3029,2.9363,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.1125
3030,4.1966,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.155399999999998
3031,5.4565,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,9.3645
3032,6.716,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,11.9924
3033,7.9765,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,11.4919
3034,9.2364,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,11.4492
3035,10.4962,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,11.3687
3036,11.7562,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.9097
3037,13.0166,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.5696
3038,14.2765,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,11.0597
3039,15.5359,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.8602
3040,16.7964,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,11.2323
3041,18.0564,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.7786
3042,19.3162,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,11.8136
3043,20.5762,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,11.1901
3044,21.8367,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.9554
3045,23.0965,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.4747
3046,24.3559,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.4949
3047,25.6164,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.7829
3048,26.8765,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.5407
3049,28.1363,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.2948
3050,29.396,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.4808
3051,30.6567,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,9.941
3052,31.9165,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,9.9032
3053,33.1759,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,9.8287
3054,34.4363,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.6128
3055,35.6966,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,9.674
3056,36.9564,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,9.7584
3057,38.216,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,9.4945
3058,39.4765,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,0.5,2384.3819575066204,362.9255,23.590899999999998,2887.895,9.8173
3059,0.0,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,0.0
3060,0.3788,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,9.1358
3061,0.7985,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.5782
3062,1.2182,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,8.893500000000001
3063,1.6386,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,11.375
3064,2.898,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,16.0826
3065,4.1586,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,15.8182
3066,5.4186,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,15.7735
3067,6.6782,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,15.3008
3068,7.9383,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,16.0006
3069,9.1987,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,15.8791
3070,10.4585,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,15.4911
3071,11.7181,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,15.4733
3072,12.9786,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,15.6367
3073,14.2386,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,15.3914
3074,15.4986,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,14.6578
3075,16.7581,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,15.5515
3076,18.0187,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,14.1059
3077,19.2786,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,13.5804
3078,20.5381,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,13.2728
3079,21.7984,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,12.6314
3080,23.0588,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,13.9138
3081,24.3183,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,14.1945
3082,25.5781,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,14.5589
3083,26.8386,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,13.404800000000002
3084,28.0985,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,13.1181
3085,29.3582,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,13.0297
3086,30.6183,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,13.0396
3087,31.8787,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,12.6239
3088,33.1386,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,12.7178
3089,34.3981,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,12.4576
3090,35.6586,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,12.2293
3091,36.9187,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.9482
3092,38.1782,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,11.0747
3093,39.4383,0.84,2.54,0.9,0.9,1,11.9,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,10.936
3094,0.0,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,0.0
3095,0.4123,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.186400000000001
3096,0.8321,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.1362000000000005
3097,1.2524,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.444100000000001
3098,1.6725,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.654000000000001
3099,2.9323,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.5475
3100,4.1921,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,5.087400000000001
3101,5.4524,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.7892
3102,6.7124,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.8375
3103,7.9722,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.499700000000001
3104,9.2324,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.2014000000000005
3105,10.4926,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.346500000000001
3106,11.7524,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.3157000000000005
3107,13.0122,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.4270000000000005
3108,14.2724,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.3643
3109,15.5324,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,3.9528
3110,16.7922,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.311800000000001
3111,18.0524,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.0008
3112,19.3126,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.2156
3113,20.5726,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,3.9418
3114,21.8321,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,3.9569
3115,23.0924,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,3.8025
3116,24.3525,1.54,2.54,0.9,0.9,1,11.9,2.0,0.689,0.1,2384.3819575066204,362.9255,23.590899999999998,2887.895,3.7502
