,Displacement (mm),Ext. Diam. (mm),Ext. Length (cm),Est. Vol. Fraction,Fluid Ca2+ (mM),Resuspension_encoded,Syringe Diam. (mm),Microgel Conc. (%),Microgel Size (mm),Speed (mm/sec),Complex_0,YS_breakdown_33,YStrain_breakdown_33,Viscosity_0.1/s,Force (N)
1028,38.2216,1.65,0.0,0.9,0.9,1,14.4,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,1.7679
1029,39.4812,1.65,0.0,0.9,0.9,1,14.4,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,1.7899
1030,40.7411,1.65,0.0,0.9,0.9,1,14.4,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,1.7912
1031,42.0016,1.65,0.0,0.9,0.9,1,14.4,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,1.7856
1032,43.2615,1.65,0.0,0.9,0.9,1,14.4,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,1.7706
1033,44.5213,1.65,0.0,0.9,0.9,1,14.4,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,1.8138
1034,45.7814,1.65,0.0,0.9,0.9,1,14.4,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,1.7918
1035,47.0416,1.65,0.0,0.9,0.9,1,14.4,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,1.8348
1036,48.3015,1.65,0.0,0.9,0.9,1,14.4,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,1.8704
1037,49.5611,1.65,0.0,0.9,0.9,1,14.4,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,1.857
1038,50.8215,1.65,0.0,0.9,0.9,1,14.4,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,1.8998
1039,52.0816,1.65,0.0,0.9,0.9,1,14.4,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,1.911
1040,53.3414,1.65,0.0,0.9,0.9,1,14.4,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,1.9737
1041,54.6013,1.65,0.0,0.9,0.9,1,14.4,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,2.0047
1042,55.8617,1.65,0.0,0.9,0.9,1,14.4,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,2.0494
1043,57.1216,1.65,0.0,0.9,0.9,1,14.4,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,2.0661
1044,58.3811,1.65,0.0,0.9,0.9,1,14.4,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,2.112
1045,59.6415,1.65,0.0,0.9,0.9,1,14.4,1.0,0.658,1.0,1158.9275801699469,163.898,23.70685,1814.46,2.1678
1046,0.0058,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,0.1373
1047,0.4217,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.781
1048,0.8419,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.4707
1049,1.2617,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.4776
1050,1.6814,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.4447
1051,2.9418,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.4121
1052,4.2018,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.5401
1053,5.4616,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.4757
1054,6.7216,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.5059
1055,7.9819,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.4909
1056,9.2417,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.3891
1057,10.5012,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.3323
1058,11.7618,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.3017
1059,13.0218,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.2389
1060,14.2815,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.2097
1061,15.5415,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.1923
1062,16.8019,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.2222
1063,18.0617,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.2262
1064,19.3213,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.2686
1065,20.5817,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.2797
1066,21.8419,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.3039
1067,23.1016,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.2929
1068,24.3615,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.2236
1069,25.6219,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.248
1070,26.8818,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.3389
1071,28.1413,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.374
1072,29.4016,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.4201
1073,30.6619,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.5539
1074,31.9216,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.6454
1075,33.1814,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.7795
1076,34.4418,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.8223
1077,35.7018,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.8086
1078,36.9615,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.7565
1079,38.2215,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.7402
1080,39.4818,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.8239
1081,40.7419,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.7939
1082,42.0013,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,2.9841
1083,43.2617,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,3.0307
1084,44.5218,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,3.0856
1085,45.7815,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,3.0758
1086,47.0414,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,3.1566
1087,48.3016,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,3.2178
1088,49.5615,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,3.1883
1089,50.8213,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,3.3769
1090,52.0817,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,3.2673
1091,53.3418,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,3.5069
1092,54.6016,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,3.4872
1093,55.8614,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,3.6081
1094,57.1218,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,3.7057
1095,58.3819,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.0728
1096,59.6413,1.65,0.0,0.9,0.9,1,14.4,2.0,0.689,1.0,2384.3819575066204,362.9255,23.590899999999998,2887.895,4.1089
1097,0.0061,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,0.1679999999999999
1098,0.4214,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.8015
1099,0.8418,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.6421
1100,1.2619,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.5696
1101,1.6818,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.5657
1102,2.942,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.5729
1103,4.2018,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.5745
1104,5.4615,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.5735
1105,6.7219,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.61
1106,7.9818,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.6072
1107,9.2413,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.6161
1108,10.5016,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.598
1109,11.762,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.5735
1110,13.0218,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.5765
1111,14.2813,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.5868
1112,15.5418,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.613
1113,16.8019,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.6151
1114,18.0615,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.6219
1115,19.3216,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.6451
1116,20.5819,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.6867
1117,21.8418,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.6928
1118,23.1014,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.6677
1119,24.3618,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.6535
1120,25.6219,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.6414
1121,26.8817,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.6126
1122,28.1415,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.5322
1123,29.4019,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.497
1124,30.6619,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.4357
1125,31.9214,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.3344
1126,33.1818,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.1889
1127,34.442,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.0502
1128,35.7017,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,1.8924
1129,36.9614,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,1.7323
1130,38.2219,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,1.6324
1131,39.4819,1.36,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,1.5537
1132,0.0,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,0.0013
1133,0.3791,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.9325
1134,0.7988,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.9282
1135,1.2185,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.1338
1136,1.6389,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.1328
1137,2.8984,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.0466
1138,4.1589,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.0576
1139,5.4191,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.0305
1140,6.6789,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.0081
1141,7.9386,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.9642
1142,9.1992,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.9423
1143,10.4591,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.9292
1144,11.7186,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.8868
1145,12.9789,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.8907
1146,14.2392,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.8834
1147,15.4988,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.8664
1148,16.7587,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.8627
1149,18.019,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.833
1150,19.2791,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.8458
1151,20.5386,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.8366
1152,21.7988,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.8064
1153,23.059,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7961
1154,24.319,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7738
1155,25.5786,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7189
1156,26.839,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7014
1157,28.0991,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.6266
1158,29.3587,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.5104
1159,30.6187,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.4455
1160,31.8791,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.4141
1161,33.1389,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.3182
1162,34.3985,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.155
1163,35.659,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.0219
1164,36.919,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,1.9081
1165,38.1787,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,1.801
1166,39.4384,0.84,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,1.6682
1167,0.0,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,0.0
1168,0.3788,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.6498
1169,0.7992,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.3913
1170,1.2194,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.2183
1171,1.6392,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.1452
1172,2.8995,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.1068
1173,4.1593,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.0609
1174,5.419,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.0727
1175,6.6794,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.0749
1176,7.9392,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.0351000000000004
1177,9.1988,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.0551000000000004
1178,10.4592,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.1222000000000003
1179,11.7193,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.1478
1180,12.9792,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.2709
1181,14.2389,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.286
1182,15.4994,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.3708
1183,16.7593,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.4379
1184,18.0189,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.4696
1185,19.2792,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.4966000000000004
1186,20.5395,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.4884000000000004
1187,21.7992,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.4612000000000003
1188,23.0589,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.4242000000000004
1189,24.3194,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.4071
1190,25.5793,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.3764000000000003
1191,26.839,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.3227
1192,28.0991,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.2618
1193,29.3594,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.1865
1194,30.6194,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.0833000000000004
1195,31.8788,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.9774000000000003
1196,33.1393,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.8677
1197,34.3994,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.7428000000000003
1198,35.659,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.5886
1199,36.919,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.4217
1200,38.1795,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.2691000000000003
1201,39.4393,1.54,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.1463
1202,0.0,0.61,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,0.0069
1203,0.3789,0.61,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.8159
1204,0.7992,0.61,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,2.8778
1205,1.2194,0.61,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.2351
1206,1.6393,0.61,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.2664
1207,2.8995,0.61,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.3284
1208,4.1591,0.61,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.3006
1209,5.419,0.61,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.3109
1210,6.6794,0.61,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.3865
1211,7.9394,0.61,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.4724
1212,9.1993,0.61,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.5937
1213,10.4592,0.61,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.6358
1214,11.7195,0.61,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.6775
1215,12.9793,0.61,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.6711
1216,14.2389,0.61,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.5831
1217,15.4992,0.61,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.572
1218,16.7594,0.61,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.588
1219,18.019,0.61,2.54,0.9,0.9,1,11.9,0.25,0.506,1.0,6.141030103192575,0.5503065,13.73015,13.21805,3.6186
