,Num_days_in_solvent,Current_solvent,Curr_solv_Ca_conc,Curr_solv_Na_conc,ALG_conc,ALG_MW,Gelation_CaCl2_conc,Air_pressure,Nozzle_diameter,Nozzle_angle,Dist_nozzle_bath,Dist_pressure_nozzle,Angle_pressure_nozzle,EtOH_conc_pct,Extrusion_flow_rate,Tip_coating,Unique ID,Diameter_um,Un_id_updated,Un_id_prev
172,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,7,564.5328459,7,3
173,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,7,504.9959998,7,3
174,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,7,547.6949047,7,3
175,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,583.7129995,8,3
176,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,604.5298942,8,3
177,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,609.1241362,8,3
178,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,615.1509049,8,3
179,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,580.8552942,8,3
180,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,583.5514981,8,3
181,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,635.0754972,8,3
182,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,594.8378105,8,3
183,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,605.6099991,8,3
184,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,607.2455126,8,3
185,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,578.5529162,8,3
186,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,579.1734903,8,3
187,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,626.9814992,8,3
188,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,609.176812,8,3
189,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,586.2093936,8,3
190,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,571.8992916,8,3
191,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,575.1365366,8,3
192,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,570.145718,8,3
193,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,611.4166118,8,3
194,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,598.1573165,8,3
195,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,580.914044,8,3
196,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,604.3248635,8,3
197,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,552.6123167,8,3
198,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,587.2929926,8,3
199,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,8,591.6254981,8,3
200,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,9,539.4613214,9,3
201,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,9,561.0400133,9,3
202,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,9,549.3532067,9,3
203,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,9,570.3566905,9,3
204,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,9,565.6963388,9,3
205,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,9,562.1455249,9,3
206,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,9,551.1869128,9,3
207,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,9,547.8165731,9,3
208,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,9,580.1580046,9,3
209,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,9,545.4632286,9,3
210,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,9,568.8487868,9,3
211,0,CACL2,100,0,2,MEDIUM,100,6,0.15,45,140,30,0,0,200,NONE,9,560.789105,9,3
